Time,Day,Hour,Min,11->12, Event, Episode No, Duration, Lane Volume(vphpl),Speed (mph),Density (vphpl), CumuFlow, TTI,,hist, Lane Volume(vphpl),Speed (mph),Density (vphpl), CumuFlow, TTI Diff, Flow Diff
0,0,0,0,,0,0,0,96.000000,71.599998,1.340000,96.000000,90.782127,,71.519997,71.139999,1.005667,71.519997,-0.589417,24.480003
5,0,0,5,,0,0,0,86.400002,70.400002,1.120000,182.399994,92.329544,,77.440010,70.063332,1.061000,148.959991,-0.450111,8.959991
10,0,0,10,,0,0,0,74.400002,69.900002,0.910000,256.799988,92.989983,,72.159996,69.160004,1.002667,221.119980,-1.011383,2.240005
15,0,0,15,,0,0,0,74.400002,68.199997,1.030000,331.199982,95.307922,,60.720005,68.030006,0.843667,281.839966,-0.258270,13.679996
20,0,0,20,,0,0,0,69.599998,67.500000,0.890000,400.799988,96.296295,,60.879993,67.230003,0.869333,342.720001,-0.420670,8.720005
25,0,0,25,,0,0,0,55.200001,66.199997,0.780000,456.000000,98.187317,,59.840008,66.543327,0.874000,402.560059,0.462234,-4.640007
30,0,0,30,,0,0,0,52.799999,65.400002,0.750000,508.799988,99.388374,,54.799999,65.806671,0.791333,457.359985,0.564262,-2.000000
35,0,0,35,,0,0,0,45.599998,65.199997,0.580000,554.399963,99.693253,,49.919991,65.143318,0.720333,507.279968,-0.158470,-4.319992
40,0,0,40,,0,0,0,55.200001,65.900002,0.710000,609.599976,98.634293,,51.199993,64.703331,0.731667,558.479919,-1.902313,4.000008
45,0,0,45,,0,0,0,48.000000,65.400002,0.500000,657.599976,99.388374,,47.679993,64.086662,0.678000,606.159973,-2.127419,0.320007
50,0,0,50,,0,0,0,55.200001,65.000000,0.800000,712.799988,100.000000,,43.679996,63.743324,0.634667,649.839905,-2.069809,11.520004
55,0,0,55,,0,0,0,50.400002,64.900002,0.630000,763.200012,100.154083,,43.760002,63.423328,0.646333,693.599915,-2.450821,6.639999
60,0,1,0,,0,0,0,43.200001,64.300003,0.570000,806.400024,101.088646,,40.240002,62.756664,0.614333,733.840027,-2.607658,2.959999
65,0,1,5,,0,0,0,43.200001,64.000000,0.700000,849.600037,101.562500,,38.560001,62.536667,0.598000,772.400024,-2.499825,4.639999
70,0,1,10,,0,0,0,38.400002,62.200001,0.470000,888.000061,104.501610,,38.959995,61.956661,0.631333,811.359985,-0.576607,-0.559994
75,0,1,15,,0,0,0,36.000000,63.099998,0.410000,924.000061,103.011093,,35.280003,61.926670,0.536667,846.640076,-2.132690,0.719997
80,0,1,20,,0,0,0,38.400002,64.099998,0.660000,962.400085,101.404060,,33.920002,61.500004,0.548667,880.559875,-4.488197,4.480000
85,0,1,25,,0,0,0,38.400002,62.500000,0.760000,1000.800110,104.000000,,33.680000,60.893330,0.519667,914.239929,-2.949928,4.720001
90,0,1,30,,0,0,0,50.400002,63.000000,0.590000,1051.200073,103.174606,,35.520000,60.636665,0.552333,949.760071,-4.231911,14.880001
95,0,1,35,,0,0,0,36.000000,62.700001,0.580000,1087.200073,103.668259,,36.799999,60.323326,0.568667,986.559875,-4.273148,-0.799999
100,0,1,40,,0,0,0,36.000000,61.700001,0.500000,1123.200073,105.348457,,32.560001,60.226669,0.493667,1019.119995,-2.804085,3.439999
105,0,1,45,,0,0,0,28.799999,60.700001,0.480000,1152.000122,107.084015,,32.560001,59.313335,0.522000,1051.680054,-2.819687,-3.760002
110,0,1,50,,0,0,0,38.400002,62.200001,0.550000,1190.400146,104.501610,,31.599997,59.766663,0.491333,1083.279907,-4.558212,6.800005
115,0,1,55,,0,0,0,21.600000,61.700001,0.240000,1212.000122,105.348457,,29.199999,59.113335,0.461333,1112.479980,-4.903549,-7.599998
120,0,2,0,,0,0,0,26.400000,60.799999,0.350000,1238.400146,106.907898,,28.639997,59.976665,0.438667,1141.119873,-1.711517,-2.239998
125,0,2,5,,0,0,0,31.200001,60.000000,0.570000,1269.600098,108.333336,,30.080000,59.396664,0.462333,1171.199951,-1.382477,1.120001
130,0,2,10,,0,0,0,19.200001,58.799999,0.280000,1288.800049,110.544220,,30.800001,59.066669,0.518667,1201.999878,0.189255,-11.600000
135,0,2,15,,0,0,0,38.400002,62.500000,0.450000,1327.200073,104.000000,,34.719994,59.559994,0.549667,1236.719971,-5.438225,3.680008
140,0,2,20,,0,0,0,26.400000,58.500000,0.470000,1353.600098,111.111115,,32.959999,58.960003,0.524667,1269.680054,0.605049,-6.559999
145,0,2,25,,0,0,0,28.799999,59.900002,0.530000,1382.400146,108.514191,,35.679996,58.216675,0.627000,1305.359863,-3.404015,-6.879997
150,0,2,30,,0,0,0,21.600000,59.000000,0.300000,1404.000122,110.169495,,38.239994,58.369999,0.634000,1343.599976,-1.487457,-16.639994
155,0,2,35,,0,0,0,28.799999,58.500000,0.520000,1432.800171,111.111115,,32.719997,57.746655,0.550000,1376.319946,-1.825539,-3.919998
160,0,2,40,,0,0,0,48.000000,62.700001,0.570000,1480.800171,103.668259,,35.599998,57.519997,0.589667,1411.920044,-9.713928,12.400002
165,0,2,45,,0,0,0,31.200001,59.700001,0.450000,1512.000122,108.877724,,36.719997,57.840000,0.603333,1448.640137,-3.813820,-5.519997
170,0,2,50,,0,0,0,38.400002,61.099998,0.500000,1550.400146,106.382980,,33.759995,57.230000,0.546333,1482.399902,-7.625145,4.640007
175,0,2,55,,0,0,0,40.799999,59.500000,0.620000,1591.200195,109.243698,,34.639999,57.340008,0.561667,1517.039795,-4.527679,6.160000
180,0,3,0,,0,0,0,31.200001,59.799999,0.490000,1622.400146,108.695656,,33.600002,56.993332,0.532333,1550.639893,-5.741447,-2.400002
185,0,3,5,,0,0,0,31.200001,60.000000,0.430000,1653.600098,108.333336,,31.200001,56.886658,0.487563,1581.839966,-6.368408,0.000000
190,0,3,10,,0,0,0,38.400002,60.000000,0.640000,1692.000122,108.333336,,29.680000,56.610001,0.484162,1611.520264,-7.021439,8.720001
195,0,3,15,,0,0,0,40.799999,59.799999,0.720000,1732.800171,108.695656,,24.319998,58.310001,0.386333,1635.839844,-3.165138,16.480001
200,0,3,20,,0,0,0,40.799999,57.400002,0.590000,1773.600220,113.240417,,20.480000,58.723335,0.311125,1656.319946,2.048759,20.320000
205,0,3,25,,0,0,0,43.200001,59.799999,0.580000,1816.800171,108.695656,,19.359999,59.026661,0.295667,1675.679932,-1.700439,23.840002
210,0,3,30,,0,0,0,33.599998,60.000000,0.500000,1850.400146,108.333336,,15.679999,58.883335,0.243000,1691.359985,-2.428940,17.919999
215,0,3,35,,0,0,0,0.000000,63.200001,0.000000,1850.400146,102.848099,,14.080001,59.950001,0.209333,1705.439941,-5.811295,-14.080001
220,0,3,40,,0,0,0,0.000000,63.200001,0.000000,1850.400146,102.848099,,15.920000,59.856670,0.249000,1721.360107,-6.015350,-15.920000
225,0,3,45,,0,0,0,0.000000,63.200001,0.000000,1850.400146,102.848099,,14.320001,59.730003,0.205667,1735.680054,-6.231987,-14.320001
230,0,3,50,,0,0,0,0.000000,63.200001,0.000000,1850.400146,102.848099,,13.600000,59.563339,0.190333,1749.279907,-6.558311,-13.600000
235,0,3,55,,0,0,0,0.000000,63.200001,0.000000,1850.400146,102.848099,,15.679998,59.673336,0.255234,1764.959717,-6.444427,-15.679998
240,0,4,0,,0,0,0,0.000000,63.200001,0.000000,1850.400146,102.848099,,22.560001,59.273335,0.344611,1787.519653,-7.076393,-22.560001
245,0,4,5,,0,0,0,0.000000,63.200001,0.000000,1850.400146,102.848099,,40.240002,59.323338,0.589000,1827.759644,-6.949661,-40.240002
250,0,4,10,,0,0,0,0.000000,63.200001,0.000000,1850.400146,102.848099,,51.760002,59.359997,0.756000,1879.520020,-6.855721,-51.760002
255,0,4,15,,0,0,0,19.200001,66.900002,0.360000,1869.600098,97.159935,,60.000004,58.646667,0.910000,1939.519897,-14.022644,-40.800003
260,0,4,20,,0,0,0,105.599998,60.000000,1.720000,1975.200073,108.333336,,79.199989,58.859993,1.196000,2018.719849,-2.323776,26.400009
265,0,4,25,,0,0,0,100.800003,59.200001,1.520000,2076.000000,109.797295,,87.920013,58.526665,1.296333,2106.640137,-1.497612,12.879990
270,0,4,30,,0,0,0,144.000000,60.700001,2.000000,2220.000000,107.084015,,98.240005,58.056675,1.439666,2204.880127,-5.115196,45.759995
275,0,4,35,,0,0,0,136.800003,59.500000,2.030000,2356.800049,109.243698,,116.559990,57.656670,1.721667,2321.439697,-3.754082,20.240013
280,0,4,40,,0,0,0,151.199997,58.200001,2.170000,2508.000000,111.683846,,133.040009,57.770004,1.961000,2454.479980,-1.089760,18.159988
285,0,4,45,,0,0,0,141.600006,57.000000,2.170000,2649.600098,114.035088,,145.519989,57.576660,2.101666,2600.000000,0.896057,-3.919983
290,0,4,50,,0,0,0,194.399994,56.500000,2.830000,2844.000000,115.044250,,155.040009,56.736660,2.321000,2755.040283,0.152191,39.359985
295,0,4,55,,0,0,0,184.800003,58.500000,2.440000,3028.800049,111.111115,,173.759995,57.166672,2.494334,2928.800049,-2.913658,11.040009
300,0,5,0,,0,0,0,206.399994,57.000000,2.800000,3235.199951,114.035088,,177.759979,56.066658,2.574000,3106.560303,-2.237122,28.640015
305,0,5,5,,0,0,0,196.800003,56.200001,2.910000,3432.000000,115.658363,,185.120026,55.460003,2.704000,3291.679688,-1.913422,11.679977
310,0,5,10,,0,0,0,254.399994,55.099998,3.570000,3686.399902,117.967339,,224.720016,55.493328,3.280666,3516.400146,0.385483,29.679977
315,0,5,15,,0,0,0,247.199997,55.200001,3.410000,3933.599854,117.753624,,252.399979,54.983337,3.689333,3768.800049,-0.891327,-5.199982
320,0,5,20,,0,0,0,283.200012,56.000000,3.830000,4216.799805,116.071426,,264.320007,55.090008,3.799333,4033.120117,-2.404526,18.880005
325,0,5,25,,0,0,0,314.399994,55.200001,4.490000,4531.199707,117.753624,,276.639984,54.849998,3.995667,4309.760254,-1.284622,37.760010
330,0,5,30,,0,0,0,357.600006,55.400002,4.880000,4888.799805,117.328514,,312.559998,54.979996,4.423999,4622.320313,-1.448273,45.040009
335,0,5,35,,0,0,0,357.600006,55.000000,5.000000,5246.399902,118.181816,,337.359985,55.056664,4.777000,4959.679688,-0.445976,20.240021
340,0,5,40,,0,0,0,432.000000,54.900002,6.140000,5678.399902,118.397079,,370.959961,54.789997,5.317000,5330.641113,-0.775146,61.040039
345,0,5,45,,0,0,0,398.399994,55.299999,5.500000,6076.799805,117.540688,,391.360046,54.476662,5.680000,5722.000000,-2.383965,7.039948
350,0,5,50,,0,0,0,444.000000,55.099998,6.360001,6520.799805,117.967339,,389.440002,54.216663,5.706667,6111.440918,-2.603073,54.559998
355,0,5,55,,0,0,0,456.000000,54.200001,6.539999,6976.799805,119.926201,,430.319946,53.966667,6.357667,6541.760254,-1.224487,25.680054
360,0,6,0,,0,0,0,578.400024,52.799999,8.910000,7555.199707,123.106064,,424.559998,53.643330,6.333667,6966.319824,1.153023,153.840027
365,0,6,5,,0,0,0,494.399994,53.000000,7.220000,8049.599609,122.641510,,462.959961,53.296669,6.982999,7429.279297,-0.208908,31.440033
370,0,6,10,,0,0,0,508.799988,52.599998,7.450000,8558.399414,123.574150,,483.679993,52.629990,7.347667,7912.959473,-0.848251,25.119995
375,0,6,15,,0,0,0,561.599976,52.099998,8.389999,9119.999023,124.760078,,506.559998,51.936661,7.813333,8419.519531,-1.351044,55.039978
380,0,6,20,,0,0,0,556.799988,51.299999,8.770000,9676.798828,126.705658,,533.039917,50.776672,8.596667,8952.558594,-2.430618,23.760071
385,0,6,25,,0,0,0,571.200012,46.799999,10.840000,10247.999023,138.888885,,551.279968,48.569992,9.496333,9503.840820,4.072403,19.920044
390,0,6,30,,0,0,0,588.000000,45.200001,10.730000,10835.999023,143.805313,,565.199951,47.210003,10.131667,10069.041016,4.604980,22.800049
395,0,6,35,,0,0,0,650.400024,41.700001,13.740000,11486.399414,155.875290,,550.559937,45.336670,10.638999,10619.598633,10.239059,99.840088
400,0,6,40,,0,0,0,604.799988,39.099998,13.400001,12091.199219,166.240417,,586.400085,44.423336,11.164334,11206.000000,16.934479,18.399902
405,0,6,45,,0,0,0,640.799988,37.900002,13.510000,12731.999023,171.503952,,592.320007,43.520000,10.893000,11798.319336,19.557709,48.479980
410,0,6,50,,0,0,0,600.000000,40.500000,10.130000,13331.999023,160.493820,,589.840027,42.903332,10.860999,12388.160156,6.694702,10.159973
415,0,6,55,,0,0,0,628.799988,42.500000,10.650000,13960.798828,152.941177,,576.240051,43.039997,10.329331,12964.400391,-0.253204,52.559937
420,0,7,0,,0,0,0,578.400024,42.700001,10.200000,14539.199219,152.224823,,567.039917,43.326664,9.982000,13531.438477,0.019913,11.360107
